X,Y,Test or train,Raw prediction,Cumulative prediction,Logistic prediction
-78.966667,-1.75,train,0.0010757059221381917,5.211860105003232,0.10479581276275249
-78.98122,-2.88049,train,0.017483156402670272,71.38029139158283,0.6554816130050648
-77.966667,0.866667,train,0.0010987384429567088,5.331626940528527,0.10680001043040944
-78.416667,0.466667,train,0.0012072732661908352,5.513280336670953,0.11612475722870233
-78.4,-0.3,train,0.05763536431040977,94.78227416359307,0.8624893233110458
-78.26667,0.116667,train,0.05763536431040977,94.78227416359307,0.8624893233110458
-78.2,-0.333333,train,0.07831385163943125,100.0,0.8949855258649355
-78.516667,-0.25,train,0.005403762551970076,24.14457314247041,0.3703024184528044
-78.5,-0.21667,train,0.005403762551970076,24.14457314247041,0.3703024184528044
-79.126372,-2.87166,train,0.017483156402670272,71.38029139158283,0.6554816130050648
-78.366667,-0.666667,train,0.07831385163943125,100.0,0.8949855258649355
-78.884,-1.434,train,0.0717344906592305,98.33985699207656,0.8864474919924936
-78.4,-0.21,train,0.05763536431040977,94.78227416359307,0.8624893233110458
-78.587981,-0.146287,train,0.005403762551970076,24.14457314247041,0.3703024184528044
