X,Y,Test or train,Raw prediction,Cumulative prediction,Logistic prediction
-78.0575,-0.434722,train,0.10352423345994927,100.0,0.91107908202271
-78.8523,-2.97591,train,0.0040705135294643495,34.79813624466901,0.2871729308432487
-78.966667,-1.75,train,0.0051494225286763595,38.457729893170736,0.3375930636234678
-78.98122,-2.88049,train,0.016182064460109086,60.79585751567334,0.6156156973349711
-79.07512,-2.72165,train,0.003073046428334363,25.821402246356964,0.2332135031478987
-77.966667,0.866667,train,0.0014982654966899768,9.750049874169463,0.12913649223194706
-78.416667,0.466667,train,0.003286386232993592,26.95456143040305,0.24543025774977664
-78.4,-0.3,train,0.0636837928033165,79.29516003574619,0.86306772028913
-78.26667,0.116667,train,0.0636837928033165,79.29516003574619,0.86306772028913
-78.2,-0.333333,train,0.10352423345994927,100.0,0.91107908202271
-78.516667,-0.25,train,0.008893320224735334,59.177659725894216,0.4681374908473684
-78.5,-0.21667,train,0.008893320224735334,59.177659725894216,0.4681374908473684
-79.126372,-2.87166,train,0.016182064460109086,60.79585751567334,0.6156156973349711
-78.366667,-0.666667,train,0.10352423345994927,100.0,0.91107908202271
-78.884,-1.434,train,0.755942778235479,100.0,0.9868103084143558
-78.4,-0.21,train,0.0636837928033165,79.29516003574619,0.86306772028913
-78.6,-0.1,train,0.008893320224735334,59.177659725894216,0.4681374908473684
-78.587981,-0.146287,train,0.008893320224735334,59.177659725894216,0.4681374908473684
