X,Y,Test or train,Raw prediction,Cumulative prediction,Logistic prediction
-79.36314,-4.56371,train,0.007325023092406179,3.6304167669328744,0.1765723722649625
-74.466667,4.766667,train,4.25743545014434E-22,4.3276192517745904E-20,1.2463395920576654E-20
-74.009722,4.766111,train,0.037728881301340236,46.53737821205574,0.5248257558842424
-75.383333,6.25,train,3.040136326661603E23,100.0,1.0
-74.083333,4.6,train,0.01895568658462561,15.70887997109931,0.35687875495787286
-78.96675,-4.13329,train,0.037728881301340236,46.53737821205574,0.5248257558842424
-75.6,6.283333,train,8.870820354932172E26,100.0,1.0
-76.528622,2.497128,train,2.62346511428196544E17,100.0,1.0
-74.016667,4.666667,train,0.01895568658462561,15.70887997109931,0.35687875495787286
-75.505213,5.071837,train,7.367513274611524E41,100.0,1.0
-78.8523,-2.97591,train,9.777122781490817E-17,9.938298600559897E-15,2.862196118221312E-15
-78.966667,-1.75,train,4.7803122082290484E32,100.0,1.0
-78.116667,0.816667,train,2.102980716562013E41,100.0,1.0
-79.083334,-2.93,train,0.037728881301340236,46.53737821205574,0.5248257558842424
-72.3833,7.65,train,0.0401963000396758,61.87580862063458,0.5405939086791848
-72.966667,8.016667,train,0.029103696659302555,39.04360656688842,0.4600414118315721
-75.6,4.05,train,1.1048343269698352E54,100.0,1.0
-69.26667,9.9,train,0.008871910131746987,5.2500992833906,0.20617282255522118
-73.216667,6.116667,train,0.029103696659302555,39.04360656688842,0.4600414118315721
-70.43333,8.9,train,0.020034309704149118,23.399081597425255,0.3696788380417603
-70.4,8.9,train,2.453792217113129E11,100.0,0.9999999999998608
-79.083333,-0.666667,train,2.382177739137526E48,100.0,1.0
-77.533333,-0.05,train,4.6061388590396768E17,100.0,1.0
-72.683333,6.333333,train,0.029103696659302555,39.04360656688842,0.4600414118315721
-79.80005,-3.94996,train,6.071717356059732E46,100.0,1.0
-70.116685,9.55,train,0.025662244282660347,27.96885166008414,0.42897843698892546
-75.26675,5.2664,train,12628.993764607672,100.0,0.9999972951588981
