Raw value,Corresponding cumulative value,Corresponding logistic value,Fractional area,Training omission,Test omission
3.54991E-5,0.003549913,0.004644922,1,0,0
5.98954E-5,0.009539453,0.00781214,0.995614035,0,0
8.75963E-5,0.018299079,0.011384027,0.99122807,0,0
9.09046E-5,0.027389536,0.011808896,0.986842105,0,0
1.17445E-4,0.106210075,0.015204257,0.956140351,0,0
1.58777E-4,0.200316932,0.020445596,0.925438596,0,0
3.57691E-4,0.342085314,0.044909242,0.899122807,0,0
4.21841E-4,0.527694306,0.0525403,0.877192982,0,0
4.438E-4,0.698626741,0.055124532,0.859649123,0,0
4.51284E-4,0.788135207,0.056002053,0.850877193,0,0
4.81511E-4,0.881414757,0.05952976,0.842105263,0,0
5.05118E-4,1.172682129,0.062266534,0.815789474,0,0
5.3329E-4,1.276522917,0.065511878,0.807017544,0,0
5.78156E-4,1.334338527,0.070634117,0.802631579,0,0
6.0674E-4,1.454653524,0.073868338,0.793859649,0,0
6.31123E-4,1.578439838,0.076609383,0.785087719,0,0
6.7753E-4,1.902076729,0.081781857,0.763157895,0,0
7.18046E-4,2.109387275,0.086250567,0.75,0,0
7.98958E-4,2.4046968,0.095045839,0.73245614,0,0
9.86757E-4,2.591783084,0.114821577,0.723684211,0,0
1.04448E-3,2.902677691,0.120727736,0.710526316,0,0
1.16721E-3,3.019398429,0.133026067,0.706140351,0,0
1.18899E-3,3.605180051,0.135172718,0.684210526,0,0
1.3355E-3,4.214325155,0.1493423,0.662280702,0,0
1.41021E-3,4.35534574,0.156389372,0.657894737,0,0
1.4967E-3,4.505015682,0.164404394,0.653508772,0,0
1.62239E-3,4.990363762,0.175784043,0.640350877,0,0
1.624E-3,5.963959612,0.175927576,0.614035088,0,0
1.76742E-3,6.46550183,0.188535388,0.600877193,0,0
1.83218E-3,7.002205006,0.194102736,0.587719298,0,0
2.0143E-3,7.393830791,0.20935694,0.578947368,0.038461538,0
2.07225E-3,7.601055791,0.214090489,0.574561404,0.038461538,0
2.08317E-3,8.223822399,0.21497582,0.561403509,0.038461538,0
2.25174E-3,8.448996363,0.228398772,0.557017544,0.038461538,0
2.54076E-3,9.378593529,0.250374767,0.539473684,0.038461538,0
2.55849E-3,9.634442908,0.251681851,0.535087719,0.076923077,0
2.83489E-3,10.173780238,0.271490116,0.526315789,0.076923077,0
3.28972E-3,11.069730185,0.301898361,0.513157895,0.076923077,0
3.28972E-3,11.727675336,0.301898378,0.5,0.076923077,0
3.50917E-3,12.078592412,0.315679937,0.5,0.115384615,0
3.72285E-3,12.801794721,0.328585662,0.49122807,0.115384615,0
3.72285E-3,15.780075261,0.328585736,0.451754386,0.115384615,0
3.96343E-3,16.176415868,0.342545992,0.451754386,0.153846154,0
4.04753E-3,17.373854576,0.347290596,0.438596491,0.153846154,0
4.36359E-3,18.214966558,0.364523605,0.429824561,0.153846154,0
4.38138E-3,19.5258221,0.365466981,0.416666667,0.153846154,0
4.61889E-3,23.492817662,0.377793706,0.377192982,0.153846154,0
4.72084E-3,23.964902066,0.382939454,0.372807018,0.192307692,0
4.79704E-3,24.862149043,0.38672972,0.364035088,0.192307692,0
4.83365E-3,25.401050443,0.388534719,0.359649123,0.230769231,0
4.98472E-3,25.899522412,0.39587068,0.355263158,0.307692308,0
5.01106E-3,28.892988681,0.397132,0.328947368,0.307692308,0
5.03358E-3,30.899665911,0.398205824,0.311403509,0.307692308,0
5.76425E-3,31.97944878,0.431090585,0.302631579,0.307692308,0
5.79454E-3,32.558875006,0.432376449,0.298245614,0.307692308,0
5.87456E-3,33.725813159,0.435745645,0.289473684,0.346153846,0
5.94588E-3,34.320401056,0.43871483,0.285087719,0.346153846,0
6.10798E-3,35.525787339,0.445348932,0.276315789,0.346153846,0
6.40913E-3,36.777495493,0.45726578,0.26754386,0.346153846,0
6.43937E-3,38.70326112,0.458434421,0.254385965,0.384615385,0
6.43937E-3,47.718381289,0.458434421,0.188596491,0.384615385,0
6.62589E-3,48.380962958,0.465531289,0.188596491,0.423076923,0
6.89794E-3,53.046295945,0.475555609,0.157894737,0.461538462,0
6.89794E-3,54.425891817,0.475555631,0.144736842,0.461538462,0
6.94627E-3,55.120510029,0.477297296,0.144736842,0.5,0
7.9652E-3,55.917029342,0.511498873,0.140350877,0.5,0
7.97656E-3,56.714685331,0.511855041,0.135964912,0.538461538,0
8.10276E-3,59.120272699,0.515776449,0.122807018,0.538461538,0
8.37722E-3,59.957994236,0.524090758,0.118421053,0.538461538,0
8.82685E-3,61.678400626,0.53711167,0.109649123,0.538461538,0
9.68838E-3,65.29529333,0.560169384,0.092105263,0.538461538,0
1.04958E-2,66.344871456,0.579786138,0.087719298,0.538461538,0
1.20155E-2,68.595995721,0.61233008,0.078947368,0.538461538,0
1.26243E-2,71.451923064,0.623995975,0.065789474,0.576923077,0
1.38818E-2,72.387271417,0.645999649,0.065789474,0.615384615,0
1.86034E-2,88.481270361,0.709770351,0.013157895,0.769230769,0
3.25105E-2,90.908305081,0.810380542,0.013157895,0.807692308,0
4.54585E-2,95.454149719,0.856647665,0.00877193,0.807692308,0
