Raw value,Corresponding cumulative value,Corresponding logistic value,Fractional area,Training omission,Test omission
1.92719E-5,0.001927191,0.002539672,1,0,0
3.27802E-5,0.00520521,0.004312133,0.995614035,0,0
5.88562E-5,0.011090832,0.007715884,0.99122807,0,0
9.05145E-5,0.026027899,0.011817146,0.98245614,0,0
1.01659E-4,0.063348094,0.013252788,0.964912281,0,0
1.30429E-4,0.120952716,0.016939908,0.942982456,0,0
1.53733E-4,0.205450755,0.01990636,0.916666667,0,0
3.10799E-4,0.303927464,0.039442081,0.899122807,0,0
3.7919E-4,0.43718045,0.047707287,0.881578947,0,0
5.35062E-4,0.626959552,0.06602334,0.864035088,0,0
6.62102E-4,0.853688379,0.080438351,0.846491228,0,0
7.35384E-4,0.927226792,0.088552948,0.842105263,0,0
8.07137E-4,1.007940488,0.096360643,0.837719298,0,0
8.18597E-4,1.333893012,0.09759531,0.820175439,0,0
8.34405E-4,1.41733349,0.099292796,0.815789474,0,0
9.32463E-4,1.760901192,0.10968168,0.798245614,0,0
1.00265E-3,2.234151499,0.116972059,0.776315789,0,0
1.02578E-3,2.336729799,0.119348485,0.771929825,0,0
1.17113E-3,3.131330994,0.133993324,0.74122807,0,0
1.17784E-3,3.951791896,0.134657526,0.710526316,0,0
1.20072E-3,4.307431273,0.136915364,0.697368421,0,0
1.36087E-3,4.803734413,0.15239438,0.679824561,0,0
1.49866E-3,5.093829366,0.16527431,0.671052632,0,0
1.50175E-3,5.393870718,0.165558266,0.662280702,0,0
1.55777E-3,5.549647715,0.170680051,0.657894737,0,0
1.61626E-3,5.871713443,0.175960806,0.649122807,0,0
1.63949E-3,6.035662541,0.178039816,0.644736842,0,0
1.92234E-3,6.410135112,0.202534519,0.635964912,0,0
1.96203E-3,6.606337827,0.205855272,0.631578947,0,0
1.98189E-3,7.785540037,0.207506528,0.605263158,0,0
2.22269E-3,8.800564031,0.22699626,0.583333333,0,0
2.31769E-3,9.476869936,0.234423473,0.570175439,0,0
2.33726E-3,10.405904498,0.23593566,0.552631579,0.038461538,0
2.57194E-3,10.896823715,0.253617367,0.543859649,0.038461538,0
2.82521E-3,11.179345182,0.271804557,0.539473684,0.038461538,0
2.90103E-3,13.729620124,0.277077653,0.5,0.038461538,0
2.93653E-3,14.023273609,0.279520707,0.495614035,0.038461538,0
2.94976E-3,15.199209744,0.280426335,0.478070175,0.038461538,0
3.03077E-3,15.502286412,0.285925718,0.473684211,0.038461538,0
3.07957E-3,16.113314966,0.289198155,0.464912281,0.038461538,0
3.38993E-3,18.608009757,0.309328023,0.429824561,0.076923077,0
3.43421E-3,19.290423696,0.312108034,0.421052632,0.076923077,0
3.52661E-3,19.643084957,0.317836394,0.416666667,0.076923077,0
3.70552E-3,20.366298566,0.328661304,0.407894737,0.076923077,0
4.03963E-3,21.881918657,0.347982923,0.390350877,0.076923077,0
4.11927E-3,22.293843594,0.35242545,0.385964912,0.076923077,0
4.16634E-3,24.358187105,0.355022707,0.364035088,0.115384615,0
4.37135E-3,24.795321763,0.366096573,0.359649123,0.115384615,0
4.42272E-3,25.674727983,0.368812016,0.350877193,0.115384615,0
4.44758E-3,26.119486159,0.370118137,0.346491228,0.153846154,0
4.49989E-3,27.014232972,0.372847927,0.337719298,0.153846154,0
5.11407E-3,27.525639874,0.403217841,0.333333333,0.153846154,0
5.12829E-3,28.038468671,0.403886139,0.328947368,0.153846154,0
5.23533E-3,31.638974284,0.408869442,0.298245614,0.153846154,0
5.28109E-3,32.167083688,0.410974748,0.293859649,0.153846154,0
5.58995E-3,34.310406969,0.424799815,0.276315789,0.153846154,0
5.62553E-3,34.872959887,0.426350809,0.271929825,0.192307692,0
5.65964E-3,35.438923431,0.427829791,0.26754386,0.192307692,0
5.65964E-3,45.626933899,0.427830032,0.184210526,0.192307692,0
5.66436E-3,46.192703685,0.428034269,0.184210526,0.230769231,0
5.79181E-3,47.33832114,0.433490065,0.175438596,0.230769231,0
5.99668E-3,48.517170347,0.442045596,0.166666667,0.230769231,0
6.15756E-3,49.132914148,0.448584922,0.162280702,0.230769231,0
6.24347E-3,49.757273449,0.452014407,0.157894737,0.269230769,0
6.24347E-3,51.006120209,0.452014641,0.144736842,0.269230769,0
6.2676E-3,51.632704976,0.452970038,0.144736842,0.307692308,0
6.89339E-3,52.322065877,0.476640233,0.140350877,0.346153846,0
7.09101E-3,53.720505957,0.483695009,0.131578947,0.346153846,0
7.12636E-3,54.433141563,0.484936927,0.127192982,0.346153846,0
8.73626E-3,55.306767797,0.535791648,0.122807018,0.346153846,0
9.08171E-3,56.214939005,0.545422465,0.118421053,0.346153846,0
9.229E-3,57.350793139,0.549408253,0.109649123,0.346153846,0
9.70983E-3,58.094078644,0.56194711,0.109649123,0.384615385,0
1.20578E-2,60.270853403,0.614350673,0.100877193,0.423076923,0
1.20578E-2,72.328611024,0.614350832,0.052631579,0.423076923,0
1.2703E-2,72.577190281,0.626626312,0.052631579,0.538461538,0
1.62851E-2,73.957121684,0.682694477,0.052631579,0.576923077,0
1.69587E-2,77.541313995,0.691408512,0.039473684,0.576923077,0
2.05074E-2,79.264877522,0.730411963,0.039473684,0.615384615,0
2.36201E-2,83.677624705,0.757316922,0.030701754,0.653846154,0
2.51856E-2,93.282209489,0.768916015,0.013157895,0.807692308,0
2.83866E-2,96.120866738,0.789488614,0.00877193,0.846153846,0
3.87913E-2,99.999988259,0.836734002,0.004385965,0.846153846,0
3.87913E-2,100,0.836734113,0.004385965,0.961538462,0
4.55419E-2,100,0.85748561,0,0.961538462,0
