Raw value,Corresponding cumulative value,Corresponding logistic value,Fractional area,Training omission,Test omission
3.64338E-5,0.003643384,0.006446508,1,0,0
5.16385E-5,0.008807231,0.009112263,0.996491228,0,0
6.92906E-5,0.015736288,0.012189228,0.992982456,0,0
1.02087E-4,0.040644765,0.017855551,0.98245614,0,0
1.20234E-4,0.052668205,0.02096313,0.978947368,0,0
1.40698E-4,0.107088626,0.024443764,0.964912281,0,0
1.78966E-4,0.281246435,0.030886821,0.926315789,0,0
2.03985E-4,0.301644945,0.035053394,0.922807018,0,0
2.83251E-4,0.488946926,0.04802063,0.894736842,0,0
3.63939E-4,0.525340873,0.060867357,0.89122807,0,0
3.91113E-4,0.600846125,0.065116092,0.884210526,0,0
4.11554E-4,0.837558078,0.068286949,0.863157895,0,0
4.25671E-4,1.00359148,0.070464203,0.849122807,0,0
5.36584E-4,1.142548187,0.08722299,0.838596491,0,0
5.48421E-4,1.358365524,0.088975822,0.824561404,0,0
5.58642E-4,1.414229731,0.090484102,0.821052632,0,0
5.65735E-4,1.697055888,0.091527772,0.803508772,0,0
6.07862E-4,1.814415604,0.097677675,0.796491228,0,0
6.33189E-4,2.128468104,0.101335021,0.778947368,0,0
8.49783E-4,2.27676531,0.131442279,0.771929825,0,0
8.55734E-4,2.702251915,0.132241037,0.754385965,0,0
9.1502E-4,3.392767747,0.140119113,0.726315789,0,0
1.00112E-3,3.585694044,0.151308918,0.719298246,0,0
1.0677E-3,3.899062061,0.159764312,0.70877193,0,0
1.09655E-3,4.435797819,0.163375286,0.69122807,0,0
1.14425E-3,4.550222721,0.169279325,0.687719298,0.03030303,0
1.18173E-3,4.782820678,0.17386026,0.680701754,0.060606061,0
1.21501E-3,5.022494299,0.177884964,0.673684211,0.060606061,0
1.29842E-3,5.527692964,0.187803905,0.659649123,0.060606061,0
1.3175E-3,6.438494804,0.190038567,0.635087719,0.060606061,0
1.34588E-3,6.573083104,0.193341603,0.631578947,0.060606061,0
1.35708E-3,6.977967943,0.194637302,0.621052632,0.060606061,0
1.50214E-3,7.535306667,0.211051113,0.607017544,0.060606061,0
1.51535E-3,8.137484169,0.212513222,0.592982456,0.060606061,0
1.55626E-3,8.293110486,0.217005249,0.589473684,0.060606061,0
1.7448E-3,8.934469528,0.237062636,0.575438596,0.060606061,0
1.82596E-3,9.29154566,0.245383777,0.568421053,0.060606061,0
1.8915E-3,9.845887587,0.251971958,0.557894737,0.060606061,0
2.00293E-3,10.424479068,0.262913368,0.547368421,0.060606061,0
2.17457E-3,10.641937009,0.279153862,0.543859649,0.090909091,0
2.29321E-3,11.523627903,0.28996793,0.529824561,0.090909091,0
2.29321E-3,13.58751789,0.289968002,0.494736842,0.090909091,0
2.39977E-3,13.827492644,0.299407493,0.494736842,0.121212121,0
2.4213E-3,14.309599482,0.301285001,0.487719298,0.121212121,0
2.54141E-3,14.805870767,0.311573582,0.480701754,0.121212121,0
2.63014E-3,15.323026098,0.31898208,0.473684211,0.121212121,0
2.84046E-3,15.87008665,0.335920985,0.466666667,0.121212121,0
2.87155E-3,18.429611659,0.338353669,0.435087719,0.121212121,0
2.89933E-3,18.719544338,0.340511996,0.431578947,0.121212121,0
3.25781E-3,19.915123821,0.367156393,0.41754386,0.121212121,0
3.25781E-3,21.218250315,0.367156424,0.4,0.121212121,0
3.47324E-3,21.565573548,0.382156662,0.4,0.181818182,0
3.47324E-3,21.91291995,0.382156768,0.392982456,0.181818182,0
3.49754E-3,22.262651295,0.383804097,0.392982456,0.212121212,0
3.79139E-3,22.991544078,0.403053285,0.385964912,0.212121212,0
3.80756E-3,23.751438861,0.40407736,0.378947368,0.272727273,0
3.81072E-3,24.513266891,0.40427768,0.371929825,0.272727273,0
3.93441E-3,27.955287131,0.411993163,0.340350877,0.272727273,0
4.02289E-3,28.751016582,0.417391194,0.333333333,0.272727273,0
4.06196E-3,29.55950154,0.419743639,0.326315789,0.272727273,0
4.11248E-3,31.189338173,0.422757015,0.312280702,0.272727273,0
4.30793E-3,31.620130362,0.434126789,0.30877193,0.272727273,0
4.44299E-3,36.372365624,0.441724776,0.270175439,0.303030303,0
