X,Y,Test or train,Raw prediction,Cumulative prediction,Logistic prediction
-74.033333,4.7,train,0.033153469807551815,79.36786410386125,0.6241301828072733
-79.7,-4.36667,train,3.613452161255023E84,100.0,1.0
-71.083315,8.65,train,0.031457623890013664,75.44838486090667,0.6117347672486221
-77.468889,1.210833,train,0.12231170948894042,100.0,0.85966875965471
-78.6,-0.1,train,0.022915177001822346,52.68548238437422,0.534387672526323
-72.931722,7.294417,train,0.02769056980128972,70.05115873387872,0.5810440173097506
-74.05,4.85,train,0.033153469807551815,79.36786410386125,0.6241301828072733
-72.947389,10.363897,train,0.02036540457765199,41.70715292228065,0.5049514247582433
-76.082,2.534,train,0.01616733125820005,30.568154888508314,0.4474352853653617
-75.583333,4.733333,train,0.27403921919060364,100.0,0.9320896134826667
-77.916667,-0.233333,train,0.01798974454694506,35.78149768607798,0.47396621134409306
-73.45,5.7,train,0.0335819977221684,86.04149602558411,0.6271381511670041
-77.533333,1.25,train,0.12231170948894042,100.0,0.85966875965471
-75.4,6.966667,train,0.003602841281022091,1.7478106231386863,0.15286453474818382
-74.383333,4.766667,train,0.033153469807551815,79.36786410386125,0.6241301828072733
