X,Y,Test or train,Raw prediction,Cumulative prediction,Logistic prediction
-79.36314,-4.56371,train,0.01764264938183456,87.53086542176429,0.5179713006835275
-75.716667,6.116667,train,1.7679575597467764E137,100.0,1.0
-74.466667,4.766667,train,0.01764264938183456,87.53086542176429,0.5179713006835275
-71.18333,8.26667,train,0.01764264938183456,87.53086542176429,0.5179713006835275
-74.009722,4.766111,train,0.01764264938183456,87.53086542176429,0.5179713006835275
-75.383333,6.25,train,0.02638324892019877,90.16920051048157,0.6164072091125374
-71.83333,8.06667,train,0.004359396741715592,0.6081867559623614,0.20981028194157472
-74.083333,4.6,train,0.01764264938183456,87.53086542176429,0.5179713006835275
-76.951217,1.8401,train,0.01764264938183456,87.53086542176429,0.5179713006835275
-78.96675,-4.13329,train,0.01764264938183456,87.53086542176429,0.5179713006835275
-75.6,6.283333,train,0.02638324892019877,90.16920051048157,0.6164072091125374
-76.528622,2.497128,train,0.01764264938183456,87.53086542176429,0.5179713006835275
-74.016667,4.666667,train,0.01764264938183456,87.53086542176429,0.5179713006835275
-75.505213,5.071837,train,0.01764264938183456,87.53086542176429,0.5179713006835275
-78.8523,-2.97591,train,0.007302352907096678,4.806572323624796,0.3078465070670735
-78.966667,-1.75,train,1.18224466755102E137,100.0,1.0
-78.116667,0.816667,train,0.01764264938183456,87.53086542176429,0.5179713006835275
-79.083334,-2.93,train,0.01764264938183456,87.53086542176429,0.5179713006835275
-72.3833,7.65,train,0.01764264938183456,87.53086542176429,0.5179713006835275
-72.966667,8.016667,train,0.01764264938183456,87.53086542176429,0.5179713006835275
-75.6,4.05,train,0.01764264938183456,87.53086542176429,0.5179713006835275
-69.26667,9.9,train,0.004359396741715592,0.6081867559623614,0.20981028194157472
-73.216667,6.116667,train,0.01764264938183456,87.53086542176429,0.5179713006835275
-75.633333,6.083333,train,1.7679575597467764E137,100.0,1.0
-70.43333,8.9,train,0.01764264938183456,87.53086542176429,0.5179713006835275
-70.4,8.9,train,0.01764264938183456,87.53086542176429,0.5179713006835275
-79.083333,-0.666667,train,1.18224466755102E137,100.0,1.0
-77.533333,-0.05,train,0.010920116943968603,12.470738815726456,0.39944062794980517
-72.683333,6.333333,train,0.017493957237179128,23.936142283603107,0.5158577977207458
-79.80005,-3.94996,train,0.01764264938183456,87.53086542176429,0.5179713006835275
-70.116685,9.55,train,0.01764264938183456,87.53086542176429,0.5179713006835275
-75.26675,5.2664,train,1.7679575597467764E137,100.0,1.0
-77.863555,0.440887,train,0.007302352907096678,4.806572323624796,0.3078465070670735
-76.95,2.666667,train,1.2695029963537988E140,100.0,1.0
-74.066667,4.866667,train,0.01764264938183456,87.53086542176429,0.5179713006835275
-78.566667,-4.0,train,0.007302352907096678,4.806572323624796,0.3078465070670735
-73.933333,4.533333,train,0.01764264938183456,87.53086542176429,0.5179713006835275
-73.683333,5.15,train,0.02638324892019877,90.16920051048157,0.6164072091125374
-78.916667,-0.8,train,1.18224466755102E137,100.0,1.0
-76.466667,2.333333,train,0.01764264938183456,87.53086542176429,0.5179713006835275
-77.533333,0.916667,train,0.007302352907096678,4.806572323624796,0.3078465070670735
-72.35,7.45,train,0.01764264938183456,87.53086542176429,0.5179713006835275
-77.8,-0.68333,train,0.010920116943968603,12.470738815726456,0.39944062794980517
-73.2,6.083333,train,0.01764264938183456,87.53086542176429,0.5179713006835275
-78.86888,-2.68712,train,0.007302352907096678,4.806572323624796,0.3078465070670735
-69.56667,9.775,train,0.004359396741715592,0.6081867559623614,0.20981028194157472
