"","Locality","Species","P_A","Phylo.Relatedness","Hyp","Iteration"
"10370","98","t10",0,0.933333333333333,"Lottery",NA
"10371","98","t11",0,0.933333333333333,"Lottery",NA
"10372","98","t12",0,0.933333333333333,"Lottery",NA
"10373","98","t13",0,0.133333333333333,"Lottery",NA
"10374","98","t14",1,2,"Lottery",NA
"10375","98","t15",0,0.4,"Lottery",NA
"10376","98","t16",0,0.4,"Lottery",NA
"10377","98","t2",0,0.933333333333333,"Lottery",NA
"10378","98","t3",0,0.933333333333333,"Lottery",NA
"10379","98","t4",0,0.933333333333333,"Lottery",NA
"10380","98","t5",0,0.4,"Lottery",NA
"10381","98","t6",0,0.4,"Lottery",NA
"10382","98","t7",1,0.133333333333333,"Lottery",NA
"10383","98","t8",1,0.133333333333333,"Lottery",NA
"10384","98","t9",0,0.933333333333333,"Lottery",NA
"10385","99","t1",0,0.933333333333333,"Lottery",NA
"10386","99","t10",0,0.933333333333333,"Lottery",NA
"10387","99","t11",0,0.933333333333333,"Lottery",NA
"10388","99","t12",0,0.933333333333333,"Lottery",NA
"10389","99","t13",0,0.133333333333333,"Lottery",NA
"10390","99","t14",1,2,"Lottery",NA
"10391","99","t15",0,0.4,"Lottery",NA
"10392","99","t16",0,0.4,"Lottery",NA
"10393","99","t2",0,0.933333333333333,"Lottery",NA
"10394","99","t3",0,0.933333333333333,"Lottery",NA
"10395","99","t4",0,0.933333333333333,"Lottery",NA
"10396","99","t5",0,0.4,"Lottery",NA
"10397","99","t6",0,0.4,"Lottery",NA
"10398","99","t7",1,0.133333333333333,"Lottery",NA
"10399","99","t8",1,0.133333333333333,"Lottery",NA
"10400","99","t9",0,0.933333333333333,"Lottery",NA
"10401","1","t1",0,0.4,"Lottery",NA
"10402","1","t10",0,0.133333333333333,"Lottery",NA
"10403","1","t11",0,0.4,"Lottery",NA
"10404","1","t12",0,0.4,"Lottery",NA
"10405","1","t13",1,0.933333333333333,"Lottery",NA
"10406","1","t14",0,0.133333333333333,"Lottery",NA
"10407","1","t15",0,0.4,"Lottery",NA
"10408","1","t16",0,0.4,"Lottery",NA
"10409","1","t2",0,0.4,"Lottery",NA
"10410","1","t3",0,0.133333333333333,"Lottery",NA
"10411","1","t4",1,0.933333333333333,"Lottery",NA
"10412","1","t5",0,0.133333333333333,"Lottery",NA
"10413","1","t6",1,0.933333333333333,"Lottery",NA
"10414","1","t7",0,0.4,"Lottery",NA
"10415","1","t8",0,0.4,"Lottery",NA
"10416","1","t9",1,0.933333333333333,"Lottery",NA
"10417","10","t1",0,2,"Lottery",NA
"10418","10","t10",0,0.133333333333333,"Lottery",NA
"10419","10","t11",0,0.4,"Lottery",NA
"10420","10","t12",0,0.4,"Lottery",NA
"10421","10","t13",0,0.4,"Lottery",NA
"10422","10","t14",0,0.4,"Lottery",NA
"10423","10","t15",1,0.933333333333333,"Lottery",NA
"10424","10","t16",0,0.133333333333333,"Lottery",NA
"10425","10","t2",0,2,"Lottery",NA
"10426","10","t3",0,2,"Lottery",NA
"10427","10","t4",0,2,"Lottery",NA
"10428","10","t5",0,2,"Lottery",NA
"10429","10","t6",0,2,"Lottery",NA
"10430","10","t7",0,2,"Lottery",NA
"10431","10","t8",0,2,"Lottery",NA
"10432","10","t9",1,0.933333333333333,"Lottery",NA
"10433","100","t1",0,0.133333333333333,"Lottery",NA
"10434","100","t10",1,2,"Lottery",NA
"10435","100","t11",0,0.4,"Lottery",NA
"10436","100","t12",0,0.4,"Lottery",NA
"10437","100","t13",0,0.933333333333333,"Lottery",NA
"10438","100","t14",0,0.933333333333333,"Lottery",NA
"10439","100","t15",0,0.933333333333333,"Lottery",NA
"10440","100","t16",0,0.933333333333333,"Lottery",NA
"10441","100","t2",1,2,"Lottery",NA
"10442","100","t3",0,0.4,"Lottery",NA
"10443","100","t4",0,0.4,"Lottery",NA
"10444","100","t5",0,0.933333333333333,"Lottery",NA
"10445","100","t6",0,0.933333333333333,"Lottery",NA
"10446","100","t7",0,0.933333333333333,"Lottery",NA
"10447","100","t8",0,0.933333333333333,"Lottery",NA
"10448","100","t9",0,0.133333333333333,"Lottery",NA
"10449","101","t1",0,0.133333333333333,"Lottery",NA
"10450","101","t10",1,2,"Lottery",NA
"10451","101","t11",0,0.4,"Lottery",NA
"10452","101","t12",0,0.4,"Lottery",NA
"10453","101","t13",0,0.933333333333333,"Lottery",NA
"10454","101","t14",0,0.933333333333333,"Lottery",NA
"10455","101","t15",0,0.933333333333333,"Lottery",NA
"10456","101","t16",0,0.933333333333333,"Lottery",NA
"10457","101","t2",1,2,"Lottery",NA
"10458","101","t3",0,0.4,"Lottery",NA
"10459","101","t4",0,0.4,"Lottery",NA
"10460","101","t5",0,0.933333333333333,"Lottery",NA
"10461","101","t6",0,0.933333333333333,"Lottery",NA
"10462","101","t7",0,0.933333333333333,"Lottery",NA
"10463","101","t8",0,0.933333333333333,"Lottery",NA
"10464","101","t9",0,0.133333333333333,"Lottery",NA
"10465","102","t1",0,0.133333333333333,"Lottery",NA
"10466","102","t10",1,2,"Lottery",NA
"10467","102","t11",0,0.4,"Lottery",NA
"10468","102","t12",0,0.4,"Lottery",NA
"10469","102","t13",0,0.933333333333333,"Lottery",NA
"10470","102","t14",0,0.933333333333333,"Lottery",NA
"10471","102","t15",0,0.933333333333333,"Lottery",NA
"10472","102","t16",0,0.933333333333333,"Lottery",NA
"10473","102","t2",1,2,"Lottery",NA
"10474","102","t3",0,0.4,"Lottery",NA
"10475","102","t4",0,0.4,"Lottery",NA
"10476","102","t5",0,0.933333333333333,"Lottery",NA
"10477","102","t6",0,0.933333333333333,"Lottery",NA
"10478","102","t7",0,0.933333333333333,"Lottery",NA
"10479","102","t8",0,0.933333333333333,"Lottery",NA
"10480","102","t9",0,0.133333333333333,"Lottery",NA
"10481","103","t1",1,0.133333333333333,"Lottery",NA
"10482","103","t10",0,2,"Lottery",NA
"10483","103","t11",0,2,"Lottery",NA
"10484","103","t12",0,2,"Lottery",NA
"10485","103","t13",0,2,"Lottery",NA
"10486","103","t14",0,2,"Lottery",NA
"10487","103","t15",0,2,"Lottery",NA
"10488","103","t16",0,2,"Lottery",NA
"10489","103","t2",1,0.133333333333333,"Lottery",NA
"10490","103","t3",0,0.4,"Lottery",NA
"10491","103","t4",0,0.4,"Lottery",NA
"10492","103","t5",0,0.933333333333333,"Lottery",NA
"10493","103","t6",0,0.933333333333333,"Lottery",NA
"10494","103","t7",0,0.933333333333333,"Lottery",NA
"10495","103","t8",0,0.933333333333333,"Lottery",NA
"10496","103","t9",0,2,"Lottery",NA
"10497","104","t1",1,0.133333333333333,"Lottery",NA
"10498","104","t10",0,2,"Lottery",NA
"10499","104","t11",0,2,"Lottery",NA
"10500","104","t12",0,2,"Lottery",NA
"10501","104","t13",0,2,"Lottery",NA
"10502","104","t14",0,2,"Lottery",NA
"10503","104","t15",0,2,"Lottery",NA
"10504","104","t16",0,2,"Lottery",NA
"10505","104","t2",1,0.133333333333333,"Lottery",NA
"10506","104","t3",0,0.4,"Lottery",NA
"10507","104","t4",0,0.4,"Lottery",NA
"10508","104","t5",0,0.933333333333333,"Lottery",NA
"10509","104","t6",0,0.933333333333333,"Lottery",NA
"10510","104","t7",0,0.933333333333333,"Lottery",NA
"10511","104","t8",0,0.933333333333333,"Lottery",NA
"10512","104","t9",0,2,"Lottery",NA
"10513","105","t1",1,0.133333333333333,"Lottery",NA
"10514","105","t10",0,0.4,"Lottery",NA
"10515","105","t11",1,0.933333333333333,"Lottery",NA
"10516","105","t12",0,0.133333333333333,"Lottery",NA
"10517","105","t13",0,0.4,"Lottery",NA
"10518","105","t14",0,0.4,"Lottery",NA
"10519","105","t15",0,0.133333333333333,"Lottery",NA
"10520","105","t16",1,0.933333333333333,"Lottery",NA
"10521","105","t2",1,0.133333333333333,"Lottery",NA
"10522","105","t3",0,0.4,"Lottery",NA
"10523","105","t4",0,0.4,"Lottery",NA
"10524","105","t5",0,0.933333333333333,"Lottery",NA
"10525","105","t6",0,0.933333333333333,"Lottery",NA
"10526","105","t7",0,0.933333333333333,"Lottery",NA
"10527","105","t8",0,0.933333333333333,"Lottery",NA
"10528","105","t9",0,0.4,"Lottery",NA
"10529","106","t1",1,2,"Lottery",NA
"10530","106","t10",0,0.4,"Lottery",NA
"10531","106","t11",1,0.933333333333333,"Lottery",NA
"10532","106","t12",0,0.133333333333333,"Lottery",NA
"10533","106","t13",0,0.4,"Lottery",NA
"10534","106","t14",0,0.4,"Lottery",NA
"10535","106","t15",0,0.133333333333333,"Lottery",NA
"10536","106","t16",1,0.933333333333333,"Lottery",NA
"10537","106","t2",0,0.133333333333333,"Lottery",NA
"10538","106","t3",0,0.4,"Lottery",NA
"10539","106","t4",0,0.4,"Lottery",NA
"10540","106","t5",0,0.933333333333333,"Lottery",NA
"10541","106","t6",0,0.933333333333333,"Lottery",NA
"10542","106","t7",0,0.933333333333333,"Lottery",NA
"10543","106","t8",0,0.933333333333333,"Lottery",NA
"10544","106","t9",0,0.4,"Lottery",NA
"10545","107","t1",1,2,"Lottery",NA
"10546","107","t10",0,0.4,"Lottery",NA
"10547","107","t11",1,0.133333333333333,"Lottery",NA
"10548","107","t12",1,0.133333333333333,"Lottery",NA
"10549","107","t13",0,0.133333333333333,"Lottery",NA
"10550","107","t14",1,0.933333333333333,"Lottery",NA
"10551","107","t15",0,0.4,"Lottery",NA
"10552","107","t16",0,0.4,"Lottery",NA
"10553","107","t2",0,0.133333333333333,"Lottery",NA
"10554","107","t3",0,0.4,"Lottery",NA
"10555","107","t4",0,0.4,"Lottery",NA
"10556","107","t5",0,0.933333333333333,"Lottery",NA
"10557","107","t6",0,0.933333333333333,"Lottery",NA
"10558","107","t7",0,0.933333333333333,"Lottery",NA
"10559","107","t8",0,0.933333333333333,"Lottery",NA
"10560","107","t9",0,0.4,"Lottery",NA
"10561","108","t1",1,2,"Lottery",NA
"10562","108","t10",0,0.4,"Lottery",NA
"10563","108","t11",1,0.133333333333333,"Lottery",NA
"10564","108","t12",1,0.133333333333333,"Lottery",NA
"10565","108","t13",0,0.133333333333333,"Lottery",NA
"10566","108","t14",1,0.933333333333333,"Lottery",NA
"10567","108","t15",0,0.4,"Lottery",NA
"10568","108","t16",0,0.4,"Lottery",NA
"10569","108","t2",0,0.133333333333333,"Lottery",NA
"10570","108","t3",0,0.4,"Lottery",NA
"10571","108","t4",0,0.4,"Lottery",NA
"10572","108","t5",0,0.933333333333333,"Lottery",NA
"10573","108","t6",0,0.933333333333333,"Lottery",NA
"10574","108","t7",0,0.933333333333333,"Lottery",NA
"10575","108","t8",0,0.933333333333333,"Lottery",NA
"10576","108","t9",0,0.4,"Lottery",NA
"10577","109","t1",0,2,"Lottery",NA
"10578","109","t10",0,0.4,"Lottery",NA
"10579","109","t11",0,0.133333333333333,"Lottery",NA
"10580","109","t12",1,0.933333333333333,"Lottery",NA
"10581","109","t13",0,0.133333333333333,"Lottery",NA
"10582","109","t14",1,0.933333333333333,"Lottery",NA
"10583","109","t15",0,0.4,"Lottery",NA
"10584","109","t16",0,0.4,"Lottery",NA
"10585","109","t2",0,2,"Lottery",NA
"10586","109","t3",0,2,"Lottery",NA
"10587","109","t4",0,2,"Lottery",NA
"10588","109","t5",0,2,"Lottery",NA
"10589","109","t6",0,2,"Lottery",NA
"10590","109","t7",0,2,"Lottery",NA
"10591","109","t8",0,2,"Lottery",NA
"10592","109","t9",0,0.4,"Lottery",NA
"10593","110","t1",0,2,"Lottery",NA
"10594","110","t10",0,0.4,"Lottery",NA
"10595","110","t11",0,0.133333333333333,"Lottery",NA
"10596","110","t12",1,0.933333333333333,"Lottery",NA
"10597","110","t13",0,0.133333333333333,"Lottery",NA
"10598","110","t14",1,0.933333333333333,"Lottery",NA
"10599","110","t15",0,0.4,"Lottery",NA
"10600","110","t16",0,0.4,"Lottery",NA
"10601","110","t2",0,2,"Lottery",NA
"10602","110","t3",0,2,"Lottery",NA
"10603","110","t4",0,2,"Lottery",NA
"10604","110","t5",0,2,"Lottery",NA
"10605","110","t6",0,2,"Lottery",NA
"10606","110","t7",0,2,"Lottery",NA
"10607","110","t8",0,2,"Lottery",NA
"10608","110","t9",0,0.4,"Lottery",NA
"10609","111","t1",0,0.133333333333333,"Lottery",NA
"10610","111","t10",1,2,"Lottery",NA
"10611","111","t11",0,0.4,"Lottery",NA
"10612","111","t12",0,0.4,"Lottery",NA
"10613","111","t13",0,0.933333333333333,"Lottery",NA
"10614","111","t14",0,0.933333333333333,"Lottery",NA
"10615","111","t15",0,0.933333333333333,"Lottery",NA
"10616","111","t16",0,0.933333333333333,"Lottery",NA
"10617","111","t2",1,2,"Lottery",NA
"10618","111","t3",0,0.4,"Lottery",NA
"10619","111","t4",0,0.4,"Lottery",NA
"10620","111","t5",0,0.933333333333333,"Lottery",NA
"10621","111","t6",0,0.933333333333333,"Lottery",NA
"10622","111","t7",0,0.933333333333333,"Lottery",NA
"10623","111","t8",0,0.933333333333333,"Lottery",NA
"10624","111","t9",0,0.133333333333333,"Lottery",NA
"10625","112","t1",0,0.133333333333333,"Lottery",NA
"10626","112","t10",1,2,"Lottery",NA
"10627","112","t11",0,0.4,"Lottery",NA
"10628","112","t12",0,0.4,"Lottery",NA
"10629","112","t13",0,0.933333333333333,"Lottery",NA
"10630","112","t14",0,0.933333333333333,"Lottery",NA
"10631","112","t15",0,0.933333333333333,"Lottery",NA
"10632","112","t16",0,0.933333333333333,"Lottery",NA
"10633","112","t2",1,2,"Lottery",NA
"10634","112","t3",0,0.4,"Lottery",NA
"10635","112","t4",0,0.4,"Lottery",NA
"10636","112","t5",0,0.933333333333333,"Lottery",NA
"10637","112","t6",0,0.933333333333333,"Lottery",NA
"10638","112","t7",0,0.933333333333333,"Lottery",NA
"10639","112","t8",0,0.933333333333333,"Lottery",NA
"10640","112","t9",0,0.133333333333333,"Lottery",NA
"10641","114","t1",1,0.133333333333333,"Lottery",NA
"10642","114","t10",0,2,"Lottery",NA
"10643","114","t11",0,2,"Lottery",NA
"10644","114","t12",0,2,"Lottery",NA
"10645","114","t13",0,2,"Lottery",NA
"10646","114","t14",0,2,"Lottery",NA
"10647","114","t15",0,2,"Lottery",NA
"10648","114","t16",0,2,"Lottery",NA
"10649","114","t2",1,0.133333333333333,"Lottery",NA
"10650","114","t3",0,0.4,"Lottery",NA
"10651","114","t4",0,0.4,"Lottery",NA
"10652","114","t5",0,0.933333333333333,"Lottery",NA
"10653","114","t6",0,0.933333333333333,"Lottery",NA
"10654","114","t7",0,0.933333333333333,"Lottery",NA
"10655","114","t8",0,0.933333333333333,"Lottery",NA
"10656","114","t9",0,2,"Lottery",NA
"10657","115","t1",1,0.133333333333333,"Lottery",NA
"10658","115","t10",0,2,"Lottery",NA
"10659","115","t11",0,2,"Lottery",NA
"10660","115","t12",0,2,"Lottery",NA
"10661","115","t13",0,2,"Lottery",NA
"10662","115","t14",0,2,"Lottery",NA
"10663","115","t15",0,2,"Lottery",NA
"10664","115","t16",0,2,"Lottery",NA
"10665","115","t2",1,0.133333333333333,"Lottery",NA
"10666","115","t3",0,0.4,"Lottery",NA
"10667","115","t4",0,0.4,"Lottery",NA
"10668","115","t5",0,0.933333333333333,"Lottery",NA
"10669","115","t6",0,0.933333333333333,"Lottery",NA
"10670","115","t7",0,0.933333333333333,"Lottery",NA
"10671","115","t8",0,0.933333333333333,"Lottery",NA
"10672","115","t9",0,2,"Lottery",NA
"10673","116","t1",1,0.133333333333333,"Lottery",NA
"10674","116","t10",0,2,"Lottery",NA
"10675","116","t11",0,2,"Lottery",NA
"10676","116","t12",0,2,"Lottery",NA
"10677","116","t13",0,2,"Lottery",NA
"10678","116","t14",0,2,"Lottery",NA
"10679","116","t15",0,2,"Lottery",NA
"10680","116","t16",0,2,"Lottery",NA
"10681","116","t2",1,0.133333333333333,"Lottery",NA
"10682","116","t3",0,0.4,"Lottery",NA
"10683","116","t4",0,0.4,"Lottery",NA
"10684","116","t5",0,0.933333333333333,"Lottery",NA
"10685","116","t6",0,0.933333333333333,"Lottery",NA
"10686","116","t7",0,0.933333333333333,"Lottery",NA
"10687","116","t8",0,0.933333333333333,"Lottery",NA
"10688","116","t9",0,2,"Lottery",NA
"10689","117","t1",1,2,"Lottery",NA
"10690","117","t10",0,0.4,"Lottery",NA
"10691","117","t11",1,2,"Lottery",NA
"10692","117","t12",0,0.133333333333333,"Lottery",NA
"10693","117","t13",0,0.933333333333333,"Lottery",NA
"10694","117","t14",0,0.933333333333333,"Lottery",NA
"10695","117","t15",0,0.933333333333333,"Lottery",NA
"10696","117","t16",0,0.933333333333333,"Lottery",NA
"10697","117","t2",0,0.133333333333333,"Lottery",NA
"10698","117","t3",0,0.4,"Lottery",NA
"10699","117","t4",0,0.4,"Lottery",NA
"10700","117","t5",0,0.933333333333333,"Lottery",NA
"10701","117","t6",0,0.933333333333333,"Lottery",NA
"10702","117","t7",0,0.933333333333333,"Lottery",NA
"10703","117","t8",0,0.933333333333333,"Lottery",NA
"10704","117","t9",0,0.4,"Lottery",NA
"10705","118","t1",1,2,"Lottery",NA
"10706","118","t10",0,0.4,"Lottery",NA
"10707","118","t11",1,0.933333333333333,"Lottery",NA
"10708","118","t12",0,0.133333333333333,"Lottery",NA
"10709","118","t13",0,0.133333333333333,"Lottery",NA
"10710","118","t14",1,0.933333333333333,"Lottery",NA
"10711","118","t15",0,0.4,"Lottery",NA
"10712","118","t16",0,0.4,"Lottery",NA
"10713","118","t2",0,0.133333333333333,"Lottery",NA
"10714","118","t3",0,0.4,"Lottery",NA
"10715","118","t4",0,0.4,"Lottery",NA
"10716","118","t5",0,0.933333333333333,"Lottery",NA
"10717","118","t6",0,0.933333333333333,"Lottery",NA
"10718","118","t7",0,0.933333333333333,"Lottery",NA
"10719","118","t8",0,0.933333333333333,"Lottery",NA
"10720","118","t9",0,0.4,"Lottery",NA
"10721","119","t1",0,2,"Lottery",NA
"10722","119","t10",0,0.4,"Lottery",NA
"10723","119","t11",1,0.933333333333333,"Lottery",NA
"10724","119","t12",0,0.133333333333333,"Lottery",NA
"10725","119","t13",0,0.133333333333333,"Lottery",NA
"10726","119","t14",1,0.933333333333333,"Lottery",NA
"10727","119","t15",0,0.4,"Lottery",NA
"10728","119","t16",0,0.4,"Lottery",NA
"10729","119","t2",0,2,"Lottery",NA
"10730","119","t3",0,2,"Lottery",NA
"10731","119","t4",0,2,"Lottery",NA
"10732","119","t5",0,2,"Lottery",NA
"10733","119","t6",0,2,"Lottery",NA
"10734","119","t7",0,2,"Lottery",NA
"10735","119","t8",0,2,"Lottery",NA
"10736","119","t9",0,0.4,"Lottery",NA
"10737","12","t1",0,0.4,"Lottery",NA
"10738","12","t10",0,0.133333333333333,"Lottery",NA
"10739","12","t11",0,0.4,"Lottery",NA
"10740","12","t12",0,0.4,"Lottery",NA
"10741","12","t13",1,0.933333333333333,"Lottery",NA
"10742","12","t14",0,0.133333333333333,"Lottery",NA
"10743","12","t15",0,0.4,"Lottery",NA
"10744","12","t16",0,0.4,"Lottery",NA
"10745","12","t2",0,0.4,"Lottery",NA
"10746","12","t3",0,0.133333333333333,"Lottery",NA
"10747","12","t4",1,0.933333333333333,"Lottery",NA
"10748","12","t5",0,0.133333333333333,"Lottery",NA
"10749","12","t6",1,0.933333333333333,"Lottery",NA
"10750","12","t7",0,0.4,"Lottery",NA
"10751","12","t8",0,0.4,"Lottery",NA
"10752","12","t9",1,0.933333333333333,"Lottery",NA
"10753","13","t1",0,0.4,"Lottery",NA
"10754","13","t10",0,0.133333333333333,"Lottery",NA
"10755","13","t11",0,0.4,"Lottery",NA
"10756","13","t12",0,0.4,"Lottery",NA
"10757","13","t13",1,0.933333333333333,"Lottery",NA
"10758","13","t14",0,0.133333333333333,"Lottery",NA
"10759","13","t15",0,0.4,"Lottery",NA
"10760","13","t16",0,0.4,"Lottery",NA
"10761","13","t2",0,0.4,"Lottery",NA
"10762","13","t3",0,0.133333333333333,"Lottery",NA
"10763","13","t4",1,0.933333333333333,"Lottery",NA
"10764","13","t5",0,0.133333333333333,"Lottery",NA
"10765","13","t6",1,0.933333333333333,"Lottery",NA
"10766","13","t7",0,0.4,"Lottery",NA
"10767","13","t8",0,0.4,"Lottery",NA
"10768","13","t9",1,0.933333333333333,"Lottery",NA
"10769","14","t1",0,0.4,"Lottery",NA
"10770","14","t10",0,0.133333333333333,"Lottery",NA
"10771","14","t11",0,0.4,"Lottery",NA
"10772","14","t12",0,0.4,"Lottery",NA
"10773","14","t13",0,0.933333333333333,"Lottery",NA
"10774","14","t14",0,0.933333333333333,"Lottery",NA
"10775","14","t15",0,0.933333333333333,"Lottery",NA
"10776","14","t16",0,0.933333333333333,"Lottery",NA
"10777","14","t2",0,0.4,"Lottery",NA
"10778","14","t3",0,0.133333333333333,"Lottery",NA
"10779","14","t4",1,0.933333333333333,"Lottery",NA
"10780","14","t5",0,0.133333333333333,"Lottery",NA
"10781","14","t6",1,0.933333333333333,"Lottery",NA
"10782","14","t7",0,0.4,"Lottery",NA
"10783","14","t8",0,0.4,"Lottery",NA
"10784","14","t9",1,2,"Lottery",NA
"10785","15","t1",0,0.4,"Lottery",NA
"10786","15","t10",0,0.133333333333333,"Lottery",NA
"10787","15","t11",0,0.4,"Lottery",NA
"10788","15","t12",0,0.4,"Lottery",NA
"10789","15","t13",0,0.933333333333333,"Lottery",NA
"10790","15","t14",0,0.933333333333333,"Lottery",NA
"10791","15","t15",0,0.933333333333333,"Lottery",NA
"10792","15","t16",0,0.933333333333333,"Lottery",NA
"10793","15","t2",0,0.4,"Lottery",NA
"10794","15","t3",0,0.133333333333333,"Lottery",NA
"10795","15","t4",1,2,"Lottery",NA
"10796","15","t5",0,0.933333333333333,"Lottery",NA
"10797","15","t6",0,0.933333333333333,"Lottery",NA
"10798","15","t7",0,0.933333333333333,"Lottery",NA
"10799","15","t8",0,0.933333333333333,"Lottery",NA
"10800","15","t9",1,2,"Lottery",NA
"10801","16","t1",0,0.4,"Lottery",NA
"10802","16","t10",0,0.133333333333333,"Lottery",NA
"10803","16","t11",0,0.4,"Lottery",NA
"10804","16","t12",0,0.4,"Lottery",NA
"10805","16","t13",0,0.933333333333333,"Lottery",NA
"10806","16","t14",0,0.933333333333333,"Lottery",NA
"10807","16","t15",0,0.933333333333333,"Lottery",NA
"10808","16","t16",0,0.933333333333333,"Lottery",NA
"10809","16","t2",0,0.4,"Lottery",NA
"10810","16","t3",0,0.133333333333333,"Lottery",NA
"10811","16","t4",1,2,"Lottery",NA
"10812","16","t5",0,0.933333333333333,"Lottery",NA
"10813","16","t6",0,0.933333333333333,"Lottery",NA
"10814","16","t7",0,0.933333333333333,"Lottery",NA
"10815","16","t8",0,0.933333333333333,"Lottery",NA
"10816","16","t9",1,2,"Lottery",NA
"10817","17","t1",0,2,"Lottery",NA
"10818","17","t10",0,0.133333333333333,"Lottery",NA
"10819","17","t11",0,0.4,"Lottery",NA
"10820","17","t12",0,0.4,"Lottery",NA
"10821","17","t13",0,0.4,"Lottery",NA
"10822","17","t14",0,0.4,"Lottery",NA
"10823","17","t15",0,0.133333333333333,"Lottery",NA
"10824","17","t16",1,0.933333333333333,"Lottery",NA
"10825","17","t2",0,2,"Lottery",NA
"10826","17","t3",0,2,"Lottery",NA
"10827","17","t4",0,2,"Lottery",NA
"10828","17","t5",0,2,"Lottery",NA
"10829","17","t6",0,2,"Lottery",NA
"10830","17","t7",0,2,"Lottery",NA
"10831","17","t8",0,2,"Lottery",NA
"10832","17","t9",1,0.933333333333333,"Lottery",NA
"10833","18","t1",0,2,"Lottery",NA
"10834","18","t10",0,0.133333333333333,"Lottery",NA
"10835","18","t11",0,0.4,"Lottery",NA
"10836","18","t12",0,0.4,"Lottery",NA
"10837","18","t13",0,0.4,"Lottery",NA
"10838","18","t14",0,0.4,"Lottery",NA
"10839","18","t15",0,0.133333333333333,"Lottery",NA
"10840","18","t16",1,0.933333333333333,"Lottery",NA
"10841","18","t2",0,2,"Lottery",NA
"10842","18","t3",0,2,"Lottery",NA
"10843","18","t4",0,2,"Lottery",NA
"10844","18","t5",0,2,"Lottery",NA
"10845","18","t6",0,2,"Lottery",NA
"10846","18","t7",0,2,"Lottery",NA
"10847","18","t8",0,2,"Lottery",NA
"10848","18","t9",1,0.933333333333333,"Lottery",NA
"10849","19","t1",0,2,"Lottery",NA
"10850","19","t10",0,0.133333333333333,"Lottery",NA
"10851","19","t11",0,0.4,"Lottery",NA
"10852","19","t12",0,0.4,"Lottery",NA
"10853","19","t13",0,0.4,"Lottery",NA
"10854","19","t14",0,0.4,"Lottery",NA
"10855","19","t15",1,0.933333333333333,"Lottery",NA
"10856","19","t16",0,0.133333333333333,"Lottery",NA
"10857","19","t2",0,2,"Lottery",NA
"10858","19","t3",0,2,"Lottery",NA
"10859","19","t4",0,2,"Lottery",NA
"10860","19","t5",0,2,"Lottery",NA
"10861","19","t6",0,2,"Lottery",NA
"10862","19","t7",0,2,"Lottery",NA
"10863","19","t8",0,2,"Lottery",NA
"10864","19","t9",1,0.933333333333333,"Lottery",NA
"10865","2","t1",0,0.4,"Lottery",NA
"10866","2","t10",0,0.133333333333333,"Lottery",NA
"10867","2","t11",0,0.4,"Lottery",NA
"10868","2","t12",0,0.4,"Lottery",NA
"10869","2","t13",0,0.933333333333333,"Lottery",NA
"10870","2","t14",0,0.933333333333333,"Lottery",NA
"10871","2","t15",0,0.933333333333333,"Lottery",NA
"10872","2","t16",0,0.933333333333333,"Lottery",NA
"10873","2","t2",0,0.4,"Lottery",NA
"10874","2","t3",0,0.133333333333333,"Lottery",NA
"10875","2","t4",1,0.933333333333333,"Lottery",NA
"10876","2","t5",0,0.133333333333333,"Lottery",NA
"10877","2","t6",1,0.933333333333333,"Lottery",NA
"10878","2","t7",0,0.4,"Lottery",NA
"10879","2","t8",0,0.4,"Lottery",NA
"10880","2","t9",1,2,"Lottery",NA
"10881","20","t1",0,2,"Lottery",NA
"10882","20","t10",0,0.133333333333333,"Lottery",NA
"10883","20","t11",0,0.4,"Lottery",NA
"10884","20","t12",0,0.4,"Lottery",NA
"10885","20","t13",0,0.4,"Lottery",NA
"10886","20","t14",0,0.4,"Lottery",NA
"10887","20","t15",1,0.933333333333333,"Lottery",NA
"10888","20","t16",0,0.133333333333333,"Lottery",NA
"10889","20","t2",0,2,"Lottery",NA
"10890","20","t3",0,2,"Lottery",NA
"10891","20","t4",0,2,"Lottery",NA
"10892","20","t5",0,2,"Lottery",NA
"10893","20","t6",0,2,"Lottery",NA
"10894","20","t7",0,2,"Lottery",NA
"10895","20","t8",0,2,"Lottery",NA
"10896","20","t9",1,0.933333333333333,"Lottery",NA
"10897","21","t1",0,2,"Lottery",NA
"10898","21","t10",0,0.133333333333333,"Lottery",NA
"10899","21","t11",0,0.4,"Lottery",NA
"10900","21","t12",0,0.4,"Lottery",NA
"10901","21","t13",0,0.4,"Lottery",NA
"10902","21","t14",0,0.4,"Lottery",NA
"10903","21","t15",1,0.933333333333333,"Lottery",NA
"10904","21","t16",0,0.133333333333333,"Lottery",NA
"10905","21","t2",0,2,"Lottery",NA
"10906","21","t3",0,2,"Lottery",NA
"10907","21","t4",0,2,"Lottery",NA
"10908","21","t5",0,2,"Lottery",NA
"10909","21","t6",0,2,"Lottery",NA
"10910","21","t7",0,2,"Lottery",NA
"10911","21","t8",0,2,"Lottery",NA
"10912","21","t9",1,0.933333333333333,"Lottery",NA
"10913","23","t1",0,0.4,"Lottery",NA
"10914","23","t10",1,0.133333333333333,"Lottery",NA
"10915","23","t11",0,0.4,"Lottery",NA
"10916","23","t12",0,0.4,"Lottery",NA
"10917","23","t13",1,0.933333333333333,"Lottery",NA
"10918","23","t14",0,0.133333333333333,"Lottery",NA
"10919","23","t15",0,0.4,"Lottery",NA
