"","Locality","Species","P_A","Phylo.Relatedness","Hyp","Iteration"
"381","14","t6",0,0.4,"Lottery",NA
"382","14","t7",1,2,"Lottery",NA
"383","14","t8",0,0.133333333333333,"Lottery",NA
"384","14","t9",1,2,"Lottery",NA
"385","15","t1",0,0.4,"Lottery",NA
"386","15","t10",0,2,"Lottery",NA
"387","15","t11",0,2,"Lottery",NA
"388","15","t12",0,2,"Lottery",NA
"389","15","t13",0,2,"Lottery",NA
"390","15","t14",0,2,"Lottery",NA
"391","15","t15",0,2,"Lottery",NA
"392","15","t16",0,2,"Lottery",NA
"393","15","t2",0,0.4,"Lottery",NA
"394","15","t3",0,0.133333333333333,"Lottery",NA
"395","15","t4",1,0.933333333333333,"Lottery",NA
"396","15","t5",0,0.4,"Lottery",NA
"397","15","t6",0,0.4,"Lottery",NA
"398","15","t7",1,0.933333333333333,"Lottery",NA
"399","15","t8",0,0.133333333333333,"Lottery",NA
"400","15","t9",0,2,"Lottery",NA
"401","16","t1",0,0.4,"Lottery",NA
"402","16","t10",0,0.933333333333333,"Lottery",NA
"403","16","t11",0,0.933333333333333,"Lottery",NA
"404","16","t12",0,0.933333333333333,"Lottery",NA
"405","16","t13",0,0.133333333333333,"Lottery",NA
"406","16","t14",1,2,"Lottery",NA
"407","16","t15",0,0.4,"Lottery",NA
"408","16","t16",0,0.4,"Lottery",NA
"409","16","t2",0,0.4,"Lottery",NA
"410","16","t3",0,0.133333333333333,"Lottery",NA
"411","16","t4",1,0.933333333333333,"Lottery",NA
"412","16","t5",0,0.4,"Lottery",NA
"413","16","t6",0,0.4,"Lottery",NA
"414","16","t7",1,0.933333333333333,"Lottery",NA
"415","16","t8",0,0.133333333333333,"Lottery",NA
"416","16","t9",0,0.933333333333333,"Lottery",NA
"417","17","t1",0,0.4,"Lottery",NA
"418","17","t10",0,0.933333333333333,"Lottery",NA
"419","17","t11",0,0.933333333333333,"Lottery",NA
"420","17","t12",0,0.933333333333333,"Lottery",NA
"421","17","t13",0,0.133333333333333,"Lottery",NA
"422","17","t14",1,2,"Lottery",NA
"423","17","t15",0,0.4,"Lottery",NA
"424","17","t16",0,0.4,"Lottery",NA
"425","17","t2",0,0.4,"Lottery",NA
"426","17","t3",0,0.133333333333333,"Lottery",NA
"427","17","t4",1,2,"Lottery",NA
"428","17","t5",0,0.933333333333333,"Lottery",NA
"429","17","t6",0,0.933333333333333,"Lottery",NA
"430","17","t7",0,0.933333333333333,"Lottery",NA
"431","17","t8",0,0.933333333333333,"Lottery",NA
"432","17","t9",0,0.933333333333333,"Lottery",NA
"433","18","t1",0,0.933333333333333,"Lottery",NA
"434","18","t10",0,0.933333333333333,"Lottery",NA
"435","18","t11",0,0.933333333333333,"Lottery",NA
"436","18","t12",0,0.933333333333333,"Lottery",NA
"437","18","t13",0,0.133333333333333,"Lottery",NA
"438","18","t14",1,2,"Lottery",NA
"439","18","t15",0,0.4,"Lottery",NA
"440","18","t16",0,0.4,"Lottery",NA
"441","18","t2",0,0.933333333333333,"Lottery",NA
"442","18","t3",0,0.933333333333333,"Lottery",NA
"443","18","t4",0,0.933333333333333,"Lottery",NA
"444","18","t5",0,0.4,"Lottery",NA
"445","18","t6",0,0.4,"Lottery",NA
"446","18","t7",0,0.133333333333333,"Lottery",NA
"447","18","t8",1,2,"Lottery",NA
"448","18","t9",0,0.933333333333333,"Lottery",NA
"449","19","t1",0,0.933333333333333,"Lottery",NA
"450","19","t10",0,0.933333333333333,"Lottery",NA
"451","19","t11",0,0.933333333333333,"Lottery",NA
"452","19","t12",0,0.933333333333333,"Lottery",NA
"453","19","t13",0,0.133333333333333,"Lottery",NA
"454","19","t14",1,2,"Lottery",NA
"455","19","t15",0,0.4,"Lottery",NA
"456","19","t16",0,0.4,"Lottery",NA
"457","19","t2",0,0.933333333333333,"Lottery",NA
"458","19","t3",0,0.933333333333333,"Lottery",NA
"459","19","t4",0,0.933333333333333,"Lottery",NA
"460","19","t5",0,0.4,"Lottery",NA
"461","19","t6",0,0.4,"Lottery",NA
"462","19","t7",0,0.133333333333333,"Lottery",NA
"463","19","t8",1,2,"Lottery",NA
"464","19","t9",0,0.933333333333333,"Lottery",NA
"465","2","t1",0,0.933333333333333,"Lottery",NA
"466","2","t10",0,0.133333333333333,"Lottery",NA
"467","2","t11",0,0.4,"Lottery",NA
"468","2","t12",0,0.4,"Lottery",NA
"469","2","t13",0,0.933333333333333,"Lottery",NA
"470","2","t14",0,0.933333333333333,"Lottery",NA
"471","2","t15",0,0.933333333333333,"Lottery",NA
"472","2","t16",0,0.933333333333333,"Lottery",NA
"473","2","t2",0,0.933333333333333,"Lottery",NA
"474","2","t3",0,0.933333333333333,"Lottery",NA
"475","2","t4",0,0.933333333333333,"Lottery",NA
"476","2","t5",0,0.4,"Lottery",NA
"477","2","t6",0,0.4,"Lottery",NA
"478","2","t7",1,2,"Lottery",NA
"479","2","t8",0,0.133333333333333,"Lottery",NA
"480","2","t9",1,2,"Lottery",NA
"481","20","t1",0,0.933333333333333,"Lottery",NA
"482","20","t10",0,0.933333333333333,"Lottery",NA
"483","20","t11",0,0.933333333333333,"Lottery",NA
"484","20","t12",0,0.933333333333333,"Lottery",NA
"485","20","t13",0,0.133333333333333,"Lottery",NA
"486","20","t14",1,2,"Lottery",NA
"487","20","t15",0,0.4,"Lottery",NA
"488","20","t16",0,0.4,"Lottery",NA
"489","20","t2",0,0.933333333333333,"Lottery",NA
"490","20","t3",0,0.933333333333333,"Lottery",NA
"491","20","t4",0,0.933333333333333,"Lottery",NA
"492","20","t5",0,0.4,"Lottery",NA
"493","20","t6",0,0.4,"Lottery",NA
"494","20","t7",0,0.133333333333333,"Lottery",NA
"495","20","t8",1,2,"Lottery",NA
"496","20","t9",0,0.933333333333333,"Lottery",NA
"497","21","t1",0,0.933333333333333,"Lottery",NA
"498","21","t10",0,0.933333333333333,"Lottery",NA
"499","21","t11",0,0.933333333333333,"Lottery",NA
"500","21","t12",0,0.933333333333333,"Lottery",NA
"501","21","t13",0,0.133333333333333,"Lottery",NA
"502","21","t14",1,2,"Lottery",NA
"503","21","t15",0,0.4,"Lottery",NA
"504","21","t16",0,0.4,"Lottery",NA
"505","21","t2",0,0.933333333333333,"Lottery",NA
"506","21","t3",0,0.933333333333333,"Lottery",NA
"507","21","t4",0,0.933333333333333,"Lottery",NA
"508","21","t5",0,0.4,"Lottery",NA
"509","21","t6",0,0.4,"Lottery",NA
"510","21","t7",0,0.133333333333333,"Lottery",NA
"511","21","t8",1,2,"Lottery",NA
"512","21","t9",0,0.933333333333333,"Lottery",NA
"513","23","t1",0,0.933333333333333,"Lottery",NA
"514","23","t10",0,0.133333333333333,"Lottery",NA
"515","23","t11",0,0.4,"Lottery",NA
"516","23","t12",0,0.4,"Lottery",NA
"517","23","t13",0,0.933333333333333,"Lottery",NA
"518","23","t14",0,0.933333333333333,"Lottery",NA
"519","23","t15",0,0.933333333333333,"Lottery",NA
"520","23","t16",0,0.933333333333333,"Lottery",NA
"521","23","t2",0,0.933333333333333,"Lottery",NA
"522","23","t3",0,0.933333333333333,"Lottery",NA
"523","23","t4",0,0.933333333333333,"Lottery",NA
"524","23","t5",0,0.4,"Lottery",NA
"525","23","t6",0,0.4,"Lottery",NA
"526","23","t7",1,2,"Lottery",NA
"527","23","t8",0,0.133333333333333,"Lottery",NA
"528","23","t9",1,2,"Lottery",NA
"529","24","t1",0,0.4,"Lottery",NA
"530","24","t10",0,0.133333333333333,"Lottery",NA
"531","24","t11",0,0.4,"Lottery",NA
"532","24","t12",0,0.4,"Lottery",NA
"533","24","t13",0,0.933333333333333,"Lottery",NA
"534","24","t14",0,0.933333333333333,"Lottery",NA
"535","24","t15",0,0.933333333333333,"Lottery",NA
"536","24","t16",0,0.933333333333333,"Lottery",NA
"537","24","t2",0,0.4,"Lottery",NA
"538","24","t3",0,0.133333333333333,"Lottery",NA
"539","24","t4",1,0.933333333333333,"Lottery",NA
"540","24","t5",0,0.4,"Lottery",NA
"541","24","t6",0,0.4,"Lottery",NA
"542","24","t7",1,0.933333333333333,"Lottery",NA
"543","24","t8",0,0.133333333333333,"Lottery",NA
"544","24","t9",1,2,"Lottery",NA
"545","25","t1",0,0.4,"Lottery",NA
"546","25","t10",0,2,"Lottery",NA
"547","25","t11",0,2,"Lottery",NA
"548","25","t12",0,2,"Lottery",NA
"549","25","t13",0,2,"Lottery",NA
"550","25","t14",0,2,"Lottery",NA
"551","25","t15",0,2,"Lottery",NA
"552","25","t16",0,2,"Lottery",NA
"553","25","t2",0,0.4,"Lottery",NA
"554","25","t3",0,0.133333333333333,"Lottery",NA
"555","25","t4",1,0.933333333333333,"Lottery",NA
"556","25","t5",0,0.4,"Lottery",NA
"557","25","t6",0,0.4,"Lottery",NA
